,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
12/8/2001,491836.00,125,"393,000","445,000","3,665,759",101.1,"3,626,000","3,657,000",2.9,2.8,"128,507,448"
12/15/2001,440906.00,113.3,"389,000","434,500","3,734,892",102.7,"3,637,000","3,618,750",2.9,2.8,"128,507,448"
12/22/2001,529570.00,127.3,"416,000","415,750","3,619,326",100.8,"3,591,000","3,618,250",2.8,2.8,"128,507,448"
12/29/2001,647045.00,153.7,"421,000","404,750","4,228,206",121.7,"3,474,000","3,582,000",3.3,2.7,"128,507,448"
1/5/2002,637343.00,160.4,"397,000","405,750","4,685,080",130.6,"3,587,000","3,572,250",3.6,2.8,"128,673,493"
1/12/2002,799246.00,191.3,"418,000","413,000","4,290,623",122.6,"3,500,000","3,538,000",3.3,2.7,"128,673,493"
1/19/2002,558297.00,137.9,"405,000","410,250","4,325,313",121.6,"3,557,000","3,529,500",3.4,2.8,"128,673,493"
1/26/2002,431690.00,104.2,"414,000","408,500","4,262,481",119.8,"3,558,000","3,550,500",3.3,2.8,"128,673,493"
2/2/2002,445552.00,110.2,"404,000","410,250","4,347,221",122.9,"3,537,000","3,538,000",3.4,2.7,"128,673,493"
2/9/2002,438611.00,110.4,"397,000","405,000","4,238,337",119,"3,562,000","3,553,500",3.3,2.8,"128,673,493"
2/16/2002,376573.00,94.8,"397,000","403,000","4,270,421",119.3,"3,580,000","3,559,250",3.3,2.8,"128,673,493"
2/23/2002,367504.00,92.3,"398,000","399,000","4,234,460",119.7,"3,538,000","3,554,250",3.3,2.7,"128,673,493"
3/2/2002,385272.00,98.4,"392,000","396,000","4,259,454",119.4,"3,567,000","3,561,750",3.3,2.8,"128,673,493"
3/9/2002,386992.00,97,"399,000","396,500","4,109,695",115.2,"3,567,000","3,563,000",3.2,2.8,"128,673,493"
3/16/2002,352045.00,89.9,"392,000","395,250","4,133,800",114.9,"3,598,000","3,567,500",3.2,2.8,"128,673,493"
3/23/2002,366372.00,88.3,"415,000","399,500","3,962,242",110.1,"3,599,000","3,582,750",3.1,2.8,"128,673,493"
3/30/2002,386296.00,80.7,"479,000","421,250","4,061,959",109.1,"3,723,000","3,621,750",3.2,2.9,"128,673,493"
4/6/2002,432384.00,97.2,"445,000","432,750","3,851,621",103.2,"3,732,000","3,663,000",3,2.9,"128,463,889"
4/13/2002,428834.00,97.1,"442,000","445,250","3,788,429",103.8,"3,650,000","3,676,000",2.9,2.8,"128,463,889"
4/20/2002,385151.00,92.6,"416,000","445,500","3,641,561",99.1,"3,675,000","3,695,000",2.8,2.9,"128,463,889"
4/27/2002,367350.00,88.8,"414,000","429,250","3,633,702",98.2,"3,700,000","3,689,250",2.8,2.9,"128,463,889"
5/4/2002,362681.00,88.6,"409,000","420,250","3,470,968",93.5,"3,712,000","3,684,250",2.7,2.9,"128,463,889"
5/11/2002,358286.00,86.7,"413,000","413,000","3,483,300",93.4,"3,729,000","3,704,000",2.7,2.9,"128,463,889"
5/18/2002,348887.00,84.8,"411,000","411,750","3,373,492",91.3,"3,695,000","3,709,000",2.6,2.9,"128,463,889"
5/25/2002,346439.00,85.9,"403,000","409,000","3,325,982",89.6,"3,712,000","3,712,000",2.6,2.9,"128,463,889"
6/1/2002,309183.00,81.9,"378,000","401,250","3,356,032",91.6,"3,664,000","3,700,000",2.6,2.9,"128,463,889"
6/8/2002,378613.00,97.7,"388,000","395,000","3,364,030",91.4,"3,681,000","3,688,000",2.6,2.9,"128,463,889"
6/15/2002,356096.00,90,"396,000","391,250","3,315,777",92,"3,604,000","3,665,250",2.6,2.8,"128,463,889"
6/22/2002,358959.00,92.5,"388,000","387,500","3,340,273",91.8,"3,639,000","3,647,000",2.6,2.8,"128,463,889"
6/29/2002,358658.00,93,"386,000","389,500","3,218,111",89.7,"3,588,000","3,628,000",2.5,2.8,"128,463,889"
7/6/2002,456716.00,116.7,"391,000","390,250","3,568,069",100.4,"3,554,000","3,596,250",2.8,2.8,"127,943,752"
7/13/2002,506718.00,131.9,"384,000","387,250","3,589,337",102.7,"3,495,000","3,569,000",2.8,2.7,"127,943,752"
7/20/2002,394586.00,104.1,"379,000","385,000","3,403,334",98,"3,473,000","3,527,500",2.7,2.7,"127,943,752"
7/27/2002,338441.00,86.7,"390,000","386,000","3,361,794",96.2,"3,495,000","3,504,250",2.6,2.7,"127,943,752"
8/3/2002,326356.00,84.2,"388,000","385,250","3,309,272",94.6,"3,498,000","3,490,250",2.6,2.7,"127,943,752"
8/10/2002,332673.00,85.5,"389,000","386,500","3,272,880",93.9,"3,485,000","3,487,750",2.6,2.7,"127,943,752"
8/17/2002,313869.00,78.6,"399,000","391,500","3,258,658",92.3,"3,531,000","3,502,250",2.5,2.8,"127,943,752"
8/24/2002,314852.00,79.1,"398,000","393,500","3,193,748",90.7,"3,521,000","3,508,750",2.5,2.8,"127,943,752"
8/31/2002,310864.00,78.8,"394,000","395,000","3,052,551",86,"3,549,000","3,521,500",2.4,2.8,"127,943,752"
9/7/2002,318361.00,76.6,"416,000","401,750","3,107,849",88,"3,532,000","3,533,250",2.4,2.8,"127,943,752"
9/14/2002,337577.00,81.9,"412,000","405,000","3,013,696",84.8,"3,554,000","3,539,000",2.4,2.8,"127,943,752"
9/21/2002,317264.00,79.2,"401,000","405,750","2,988,181",83.5,"3,579,000","3,553,500",2.3,2.8,"127,943,752"
9/28/2002,319063.00,78,"409,000","409,500","2,954,225",83.1,"3,555,000","3,555,000",2.3,2.8,"127,943,752"
10/5/2002,365613.00,90.5,"404,000","406,500","2,974,814",82.2,"3,619,000","3,576,750",2.3,2.8,"127,388,117"
10/12/2002,385689.00,95.3,"405,000","404,750","2,967,513",84.1,"3,529,000","3,570,500",2.3,2.8,"127,388,117"
10/19/2002,349927.00,85,"412,000","407,500","3,021,815",85.9,"3,518,000","3,555,250",2.4,2.8,"127,388,117"
10/26/2002,375591.00,91.8,"409,000","407,500","3,059,193",86,"3,557,000","3,555,750",2.4,2.8,"127,388,117"
11/2/2002,397346.00,98.2,"405,000","407,750","3,137,165",88.2,"3,557,000","3,540,250",2.5,2.8,"127,388,117"
11/9/2002,427078.00,106.8,"400,000","406,500","3,100,218",87.6,"3,539,000","3,542,750",2.4,2.8,"127,388,117"
11/16/2002,372829.00,95.8,"389,000","400,750","3,263,052",94.9,"3,438,000","3,522,750",2.6,2.7,"127,388,117"
11/23/2002,436549.00,112,"390,000","396,000","3,106,044",89.4,"3,474,000","3,502,000",2.4,2.7,"127,388,117"
11/30/2002,385788.00,102.2,"377,000","389,000","3,618,507",106.3,"3,404,000","3,463,750",2.8,2.7,"127,388,117"
12/7/2002,547430.00,128.8,"425,000","395,250","3,543,993",100.2,"3,537,000","3,463,250",2.8,2.8,"127,388,117"
12/14/2002,486258.00,113.3,"429,000","405,250","3,630,381",103.8,"3,497,000","3,478,000",2.8,2.7,"127,388,117"
12/21/2002,483449.00,122.7,"394,000","406,250","3,428,329",99.8,"3,435,000","3,468,250",2.7,2.7,"127,388,117"
12/28/2002,620929.00,151.7,"409,000","414,250","4,081,930",117.9,"3,462,000","3,482,750",3.2,2.7,"127,388,117"
1/4/2003,620004.00,157.7,"393,000","406,250","4,486,870",130.5,"3,438,000","3,458,000",3.5,2.7,"126,949,730"
1/11/2003,724111.00,191.6,"378,000","393,500","4,123,632",121.7,"3,388,000","3,430,750",3.2,2.7,"126,949,730"
1/18/2003,542563.00,135,"402,000","395,500","4,068,516",121.2,"3,357,000","3,411,250",3.2,2.6,"126,949,730"
1/25/2003,434888.00,106.9,"407,000","395,000","4,149,700",119.4,"3,475,000","3,414,500",3.3,2.7,"126,949,730"
2/1/2003,449286.00,108.7,"413,000","400,000","4,148,823",123.2,"3,368,000","3,397,000",3.3,2.7,"126,949,730"
2/8/2003,439520.00,112.7,"390,000","403,000","4,089,677",118.3,"3,457,000","3,414,250",3.2,2.7,"126,949,730"
2/15/2003,398291.00,94.9,"420,000","407,500","4,089,902",119.5,"3,423,000","3,430,750",3.2,2.7,"126,949,730"
2/22/2003,387536.00,92,"421,000","411,000","4,192,955",119.8,"3,500,000","3,437,000",3.3,2.8,"126,949,730"
3/1/2003,429782.00,98.6,"436,000","416,750","4,191,412",119.9,"3,496,000","3,469,000",3.3,2.8,"126,949,730"
3/8/2003,414568.00,97.8,"424,000","425,250","4,096,551",115.1,"3,559,000","3,494,500",3.2,2.8,"126,949,730"
3/15/2003,389909.00,90.7,"430,000","427,750","4,067,954",115.3,"3,528,000","3,520,750",3.2,2.8,"126,949,730"
3/22/2003,361492.00,88,"411,000","425,250","3,939,370",109.9,"3,585,000","3,542,000",3.1,2.8,"126,949,730"
3/29/2003,371692.00,85.3,"436,000","425,250","3,875,224",109.6,"3,536,000","3,552,000",3.1,2.8,"126,949,730"
4/5/2003,394160.00,94.5,"417,000","423,500","3,701,064",103.3,"3,583,000","3,558,000",2.9,2.8,"126,632,357"
4/12/2003,434911.00,100.3,"434,000","424,500","3,736,748",104.2,"3,586,000","3,572,500",3,2.8,"126,632,357"
4/19/2003,399180.00,88.8,"450,000","434,250","3,652,316",99.4,"3,674,000","3,594,750",2.9,2.9,"126,632,357"
4/26/2003,401342.00,90.4,"444,000","436,250","3,621,018",98.5,"3,676,000","3,629,750",2.9,2.9,"126,632,357"
5/3/2003,377383.00,88.2,"428,000","439,000","3,502,794",93.9,"3,730,000","3,666,500",2.8,2.9,"126,632,357"
5/10/2003,364287.00,87.4,"417,000","434,750","3,459,502",93.4,"3,704,000","3,696,000",2.7,2.9,"126,632,357"
5/17/2003,362276.00,85.2,"425,000","428,500","3,400,384",91.5,"3,716,000","3,706,500",2.7,2.9,"126,632,357"
5/24/2003,359500.00,85.9,"419,000","422,250","3,297,674",89.8,"3,672,000","3,705,500",2.6,2.9,"126,632,357"
5/31/2003,351890.00,81.6,"431,000","423,000","3,438,524",91.1,"3,774,000","3,716,500",2.7,3,"126,632,357"
6/7/2003,421190.00,98.2,"429,000","426,000","3,376,503",91.7,"3,682,000","3,711,000",2.7,2.9,"126,632,357"
6/14/2003,383371.00,91,"421,000","425,000","3,396,155",91.9,"3,695,000","3,705,750",2.7,2.9,"126,632,357"
6/21/2003,376560.00,92.3,"408,000","422,250","3,392,668",91.9,"3,692,000","3,710,750",2.7,2.9,"126,632,357"
6/28/2003,394214.00,91.9,"429,000","421,750","3,330,104",89.1,"3,737,000","3,701,500",2.6,3,"126,632,357"
7/5/2003,483401.00,111.7,"433,000","422,750","3,627,409",100,"3,627,000","3,687,750",2.9,2.9,"126,541,290"
7/12/2003,552621.00,134,"412,000","420,500","3,692,996",102.6,"3,599,000","3,663,750",2.9,2.8,"126,541,290"
7/19/2003,429381.00,106.6,"403,000","419,250","3,541,796",98.6,"3,592,000","3,638,750",2.8,2.8,"126,541,290"
7/26/2003,348382.00,87.6,"398,000","411,500","3,508,332",96.2,"3,647,000","3,616,250",2.8,2.9,"126,541,290"
8/2/2003,333770.00,83.2,"401,000","403,500","3,417,741",94.9,"3,601,000","3,609,750",2.7,2.8,"126,541,290"
8/9/2003,348207.00,86.2,"404,000","401,500","3,379,961",94,"3,596,000","3,609,000",2.7,2.8,"126,541,290"
8/16/2003,312087.00,78.5,"398,000","400,250","3,343,254",92.8,"3,603,000","3,611,750",2.6,2.8,"126,541,290"
8/23/2003,313058.00,80.1,"391,000","398,500","3,252,130",91,"3,574,000","3,593,500",2.6,2.8,"126,541,290"
8/30/2003,319362.00,78.5,"407,000","400,000","3,120,553",86.5,"3,608,000","3,595,250",2.5,2.9,"126,541,290"
9/6/2003,322501.00,76.5,"422,000","404,500","3,173,450",88.2,"3,598,000","3,595,750",2.5,2.8,"126,541,290"
9/13/2003,328414.00,83.3,"394,000","403,500","3,039,387",85.4,"3,559,000","3,584,750",2.4,2.8,"126,541,290"
9/20/2003,301217.00,79.5,"379,000","400,500","3,006,347",83.8,"3,588,000","3,588,250",2.4,2.8,"126,541,290"
9/27/2003,304968.00,78.8,"387,000","395,500","2,964,170",83.3,"3,558,000","3,575,750",2.3,2.8,"126,541,290"
10/4/2003,337880.00,87.5,"386,000","386,500","2,949,032",82.6,"3,570,000","3,568,750",2.3,2.8,"126,428,924"
10/11/2003,368876.00,98.1,"376,000","382,000","2,895,596",83.5,"3,468,000","3,546,000",2.3,2.7,"126,428,924"
10/18/2003,328572.00,84.9,"387,000","384,000","2,994,670",86.4,"3,466,000","3,515,500",2.4,2.7,"126,428,924"
10/25/2003,352117.00,93,"379,000","382,000","2,952,618",85.8,"3,441,000","3,486,250",2.3,2.7,"126,428,924"
11/1/2003,345573.00,95.3,"363,000","376,250","3,025,662",88.3,"3,427,000","3,450,500",2.4,2.7,"126,428,924"
11/8/2003,397387.00,107,"371,000","375,000","2,996,756",87.1,"3,441,000","3,443,750",2.4,2.7,"126,428,924"
11/15/2003,347719.00,94.1,"370,000","370,750","3,137,692",94.2,"3,331,000","3,410,000",2.5,2.6,"126,428,924"
11/22/2003,397990.00,112.5,"354,000","364,500","2,949,992",88.4,"3,337,000","3,384,000",2.3,2.6,"126,428,924"
11/29/2003,357811.00,100.1,"357,000","363,000","3,397,952",102,"3,331,000","3,360,000",2.7,2.6,"126,428,924"
12/6/2003,486202.00,132.3,"367,000","362,000","3,287,681",99.1,"3,318,000","3,329,250",2.6,2.6,"126,428,924"
12/13/2003,412627.00,113.7,"363,000","360,250","3,393,846",104.4,"3,251,000","3,309,250",2.7,2.6,"126,428,924"
12/20/2003,424192.00,119.8,"354,000","360,250","3,247,595",99.8,"3,254,000","3,288,500",2.6,2.6,"126,428,924"
12/27/2003,516493.00,147.8,"349,000","358,250","3,730,752",114.5,"3,258,000","3,270,250",3,2.6,"126,428,924"
1/3/2004,552815.00,155.4,"356,000","355,500","4,150,431",130.2,"3,188,000","3,237,750",3.3,2.5,"126,250,343"
1/10/2004,677897.00,191.5,"354,000","353,250","3,851,300",122.1,"3,154,000","3,213,500",3.1,2.5,"126,250,343"
1/17/2004,490763.00,135.6,"362,000","355,250","3,798,519",121,"3,139,000","3,184,750",3,2.5,"126,250,343"
1/24/2004,382262.00,108.3,"353,000","356,250","3,773,316",120.1,"3,142,000","3,155,750",3,2.5,"126,250,343"
1/31/2004,406298.00,108.1,"376,000","361,250","3,850,990",123.5,"3,118,000","3,138,250",3.1,2.5,"126,250,343"
2/7/2004,433234.00,114.1,"380,000","367,750","3,776,188",118.8,"3,179,000","3,144,500",3,2.5,"126,250,343"
2/14/2004,341634.00,96,"356,000","366,250","3,729,369",119.1,"3,131,000","3,142,500",3,2.5,"126,250,343"
2/21/2004,328171.00,91.3,"359,000","367,750","3,738,056",120.9,"3,092,000","3,130,000",3,2.4,"126,250,343"
2/28/2004,342140.00,98.4,"348,000","360,750","3,674,294",120.2,"3,057,000","3,114,750",2.9,2.4,"126,250,343"
3/6/2004,339007.00,98.5,"344,000","351,750","3,551,292",115.6,"3,072,000","3,088,000",2.8,2.4,"126,250,343"
3/13/2004,312067.00,92.2,"338,000","347,250","3,513,900",115.6,"3,040,000","3,065,250",2.8,2.4,"126,250,343"
3/20/2004,304462.00,87.9,"346,000","344,000","3,385,174",110.4,"3,066,000","3,058,750",2.7,2.4,"126,250,343"
3/27/2004,296776.00,87.3,"340,000","342,000","3,310,942",110.1,"3,007,000","3,046,250",2.6,2.4,"126,250,343"
4/3/2004,304249.00,90.8,"335,000","339,750","3,112,845",104.1,"2,990,000","3,025,750",2.5,2.4,"126,084,041"
4/10/2004,350739.00,98.8,"355,000","344,000","3,143,186",104,"3,022,000","3,021,250",2.5,2.4,"126,084,041"
4/17/2004,334965.00,92,"364,000","348,500","3,037,412",100.2,"3,031,000","3,012,500",2.4,2.4,"126,084,041"
4/24/2004,313686.00,92.4,"339,000","348,250","2,915,357",98.5,"2,960,000","3,000,750",2.3,2.3,"126,084,041"
5/1/2004,283236.00,87.3,"324,000","345,500","2,836,423",94.6,"2,998,000","3,002,750",2.2,2.4,"126,084,041"
5/8/2004,292754.00,88.9,"329,000","339,000","2,772,073",93.1,"2,978,000","2,991,750",2.2,2.4,"126,084,041"
5/15/2004,297061.00,85,"349,000","335,250","2,734,768",91.9,"2,976,000","2,978,000",2.2,2.4,"126,084,041"
5/22/2004,293974.00,85.9,"342,000","336,000","2,702,892",89.8,"3,010,000","2,990,500",2.1,2.4,"126,084,041"
5/29/2004,304067.00,90.3,"337,000","339,250","2,633,372",90.3,"2,916,000","2,970,000",2.1,2.3,"126,084,041"
6/5/2004,308229.00,86.8,"355,000","345,750","2,674,791",91.5,"2,923,000","2,956,250",2.1,2.3,"126,084,041"
6/12/2004,313930.00,92.5,"339,000","343,250","2,733,296",91.4,"2,990,000","2,959,750",2.2,2.4,"126,084,041"
6/19/2004,322481.00,91,"354,000","346,250","2,720,586",91.5,"2,973,000","2,950,500",2.2,2.4,"126,084,041"
6/26/2004,318746.00,91.5,"348,000","349,000","2,741,743",94,"2,917,000","2,950,750",2.2,2.3,"126,084,041"
7/3/2004,349920.00,107.2,"326,000","341,750","2,720,765",92.3,"2,948,000","2,957,000",2.2,2.3,"126,088,081"
7/10/2004,444531.00,128.8,"345,000","343,250","2,894,749",101.5,"2,852,000","2,922,500",2.3,2.3,"126,088,081"
7/17/2004,394372.00,111.2,"355,000","343,500","2,938,264",99.4,"2,956,000","2,918,250",2.3,2.3,"126,088,081"
7/24/2004,313225.00,90.1,"348,000","343,500","2,814,264",95.9,"2,935,000","2,922,750",2.2,2.3,"126,088,081"
